hotel,NoofRooms,NoofRoomsOccupied,OccupancyRate,AverageRoomRate,RoomRevenue,FBRevenue,RoomDep,FBDep,AdmDep,OtherDep,Month,location
EvergreenLaurelHotelKeelung,140,3297,0.785,2258,7443981,3889755,27,19,5,16,2014-06-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3077,0.814,3158,9716277,5588541,32,40,18,9,2014-06-01,Other
YuhTongHotel,117,2099,0.598,2167,4547590,2935275,27,39,9,6,2014-06-01,Other
HotelTainan,152,2858,0.6065,1785,5102e3,10090911,43,90,40,0,2014-07-01,Other
FormosanNaruwanHotelResortTaitung,276,7008,0.8191,4453,31206624,12164944,111,62,39,50,2014-07-01,Other
TayihLandisTainan,315,6916,0.7082,3354,23197067,22370543,96,182,62,0,2014-07-01,Other
EvergreenPlazaHotelTainan,197,5761,0.9433,2781,16018921,20486366,58,74,19,21,2014-07-01,Other
NicePrinceHotel,245,4960,0.6531,2633,13060785,15954513,66,95,31,17,2014-07-01,Other
EDaRoyalHotel,656,13292,0.6536,4399,58465808,31190118,121,195,129,55,2014-07-01,Other
GreatRootsForestrySpaResort,95,2607,0.8852,4568,11908868,13898715,27,61,4,109,2014-07-01,Other
SilksPlaceYilan,193,4011,0.6704,7086,28421118,34177327,59,191,25,26,2014-07-01,Other
EvergreenResortHotelJiaosi,231,5730,0.8002,6360,36444480,21190585,104,104,50,44,2014-07-01,Other
ShangriLasFarEasternPlazaHotelTainan,333,8037,0.7786,3671,29501125,22032871,142,190,73,22,2014-07-01,Other
FullonHotelTamsuiFishermensWharf,198,2990,0.4871,5170,15458394,20475286,41,116,27,17,2014-07-01,Other
SunSpringResort,167,3232,0.6243,2384,7704683,1359448,36,14,6,0,2014-07-01,Other
EvergreenLaurelHotelKeelung,140,3635,0.8376,2477,9002199,4581696,27,19,15,5,2014-07-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3060,0.7834,2739,8380900,4509537,32,45,18,9,2014-07-01,Other
YuhTongHotel,117,2243,0.6184,2206,4948220,2797790,28,42,8,8,2014-07-01,Other
HotelTainan,152,2694,0.5717,1843,4963990,9819828,41,90,40,0,2014-08-01,Other
FormosanNaruwanHotelResortTaitung,276,7042,0.823,4412,31072740,12581269,105,59,39,54,2014-08-01,Other
TayihLandisTainan,315,7252,0.7427,3359,24359482,22603820,94,180,62,0,2014-08-01,Other
EvergreenPlazaHotelTainan,197,5568,0.9117,2764,15392115,26499379,63,78,19,19,2014-08-01,Other
NicePrinceHotel,245,4874,0.6417,2660,12965312,16989219,65,87,31,16,2014-08-01,Other
EDaRoyalHotel,656,13222,0.6502,4321,57134725,35412756,118,203,132,53,2014-08-01,Other
GreatRootsForestrySpaResort,95,2643,0.8975,4792,12666011,14921568,28,65,4,109,2014-08-01,Other
SilksPlaceYilan,193,4732,0.7909,8038,38034079,44113735,63,179,26,27,2014-08-01,Other
EvergreenResortHotelJiaosi,231,6431,0.8981,6319,40637884,22298748,101,101,50,45,2014-08-01,Other
ShangriLasFarEasternPlazaHotelTainan,333,8359,0.8097,3608,30159098,22453985,137,177,73,22,2014-08-01,Other
FullonHotelTamsuiFishermensWharf,198,3178,0.5178,5344,16983166,20920175,45,110,30,14,2014-08-01,Other
SunSpringResort,167,3442,0.6649,2367,8146216,1273565,36,14,6,0,2014-08-01,Other
EvergreenLaurelHotelKeelung,140,3871,0.8919,2453,9495181,5142207,27,19,16,5,2014-08-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3085,0.7898,2831,8735013,6091054,31,45,18,9,2014-08-01,Other
YuhTongHotel,117,2226,0.6137,2261,5032970,2275170,28,42,8,8,2014-08-01,Other
HotelTainan,152,2123,0.4656,1787,3793099,10167591,39,89,38,0,2014-09-01,Other
FormosanNaruwanHotelResortTaitung,276,5507,0.6651,3475,19139028,9854245,96,53,39,50,2014-09-01,Other
TayihLandisTainan,315,5113,0.5411,3228,16506886,22047050,95,186,64,0,2014-09-01,Other
EvergreenPlazaHotelTainan,197,4381,0.7413,2708,11864584,21741392,59,86,18,18,2014-09-01,Other
NicePrinceHotel,245,3716,0.5056,2655,9866418,12987682,65,89,31,17,2014-09-01,Other
EDaRoyalHotel,656,10975,0.5577,3367,36953524,29379312,122,204,132,57,2014-09-01,Other
GreatRootsForestrySpaResort,95,2340,0.8211,4716,11034399,11346582,27,61,4,104,2014-09-01,Other
SilksPlaceYilan,193,3946,0.6815,6420,25332651,28849156,61,179,26,27,2014-09-01,Other
EvergreenResortHotelJiaosi,231,4047,0.584,6140,24847835,15783486,104,99,50,42,2014-09-01,Other
ShangriLasFarEasternPlazaHotelTainan,333,7014,0.7021,3410,23920196,25565385,137,183,78,21,2014-09-01,Other
FullonHotelTamsuiFishermensWharf,198,2560,0.431,5552,14214258,23845589,45,111,29,15,2014-09-01,Other
SunSpringResort,167,3442,0.687,1609,5538438,1047783,36,14,6,0,2014-09-01,Other
EvergreenLaurelHotelKeelung,140,3222,0.7671,2336,7526754,3670179,24,19,16,5,2014-09-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2771,0.7331,2879,7978230,5935739,31,43,19,9,2014-09-01,Other
YuhTongHotel,117,1850,0.5271,2165,4005610,2639585,29,39,7,2,2014-09-01,Other
FullonHotelTamsuiFishermensWharf,198,2293,0.3736,5489,12587208,18979220,42,111,32,15,2014-10-01,Other
GreatRootsForestrySpaResort,95,2620,0.8896,4465,11698320,12384857,27,62,5,105,2014-10-01,Other
HotelTainan,152,2926,0.621,1722,5038433,8656777,39,88,38,0,2014-10-01,Other
TayihLandisTainan,315,6617,0.6776,3308,21892033,25518082,96,187,65,0,2014-10-01,Other
EvergreenPlazaHotelTainan,197,5226,0.8557,2612,13652312,21768707,49,95,19,19,2014-10-01,Other
ShangriLasFarEasternPlazaHotelTainan,333,8291,0.8032,3517,29162899,22836296,132,175,76,21,2014-10-01,Other
EDaRoyalHotel,656,11140,0.5478,3530,39328526,24060512,122,211,132,58,2014-10-01,Other
SilksPlaceYilan,193,4325,0.7229,6540,28284252,30096599,61,177,26,26,2014-10-01,Other
EvergreenResortHotelJiaosi,231,5011,0.6998,5786,28994387,18673118,105,97,54,45,2014-10-01,Other
FormosanNaruwanHotelResortTaitung,276,6186,0.723,3285,20323484,9356098,96,52,40,51,2014-10-01,Other
NicePrinceHotel,245,4850,0.6386,2620,12708307,14569620,63,89,30,16,2014-10-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2782,0.7122,3215,8943417,3654047,33,45,19,9,2014-10-01,Other
SunSpringResort,167,3578,0.6911,2227,7969707,1249443,36,14,6,0,2014-10-01,Other
EvergreenLaurelHotelKeelung,140,3652,0.8415,2239,8178417,3407707,32,25,5,16,2014-10-01,Other
YuhTongHotel,117,2370,0.6534,2292,5433120,2493805,29,39,7,2,2014-10-01,Other
FullonHotelTamsuiFishermensWharf,198,2641,0.4446,4776,12614115,20061494,44,108,31,15,2014-11-01,Other
GreatRootsForestrySpaResort,95,2563,0.8993,4499,11529830,16355763,28,65,6,103,2014-11-01,Other
HotelTainan,152,2628,0.5763,1714,4504900,10734887,38,83,39,0,2014-11-01,Other
TayihLandisTainan,315,6959,0.7364,3164,22018968,27068630,97,187,65,0,2014-11-01,Other
EvergreenPlazaHotelTainan,197,4906,0.8301,2570,12609550,21039912,53,96,19,19,2014-11-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,8020,0.8004,3480,27908653,23995729,137,180,79,19,2014-11-01,Other
EDaRoyalHotel,656,9253,0.4702,3526,32629325,21436843,134,217,125,59,2014-11-01,Other
SilksPlaceYilan,193,3700,0.639,6725,24883222,26798129,64,178,28,25,2014-11-01,Other
FormosanNaruwanHotelResortTaitung,276,5325,0.6431,3194,17010180,9457920,95,50,40,53,2014-11-01,Other
NicePrinceHotel,245,4453,0.6059,2449,10905046,16576262,69,94,31,17,2014-11-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3524,0.9323,2838,10000885,4006784,33,46,19,9,2014-11-01,Other
SunSpringResort,167,2924,0.5836,1969,5758178,1092753,36,14,6,0,2014-11-01,Other
EvergreenLaurelHotelKeelung,140,3432,0.8171,2189,7512382,3380692,34,25,5,16,2014-11-01,Other
YuhTongHotel,117,2343,0.6675,2158,5056480,3655300,29,39,7,2,2014-11-01,Other
FullonHotelTamsuiFishermensWharf,198,2257,0.3677,5021,11331364,21189087,46,113,33,13,2014-12-01,Other
GreatRootsForestrySpaResort,95,2634,0.8944,4788,12611606,14716511,30,65,6,105,2014-12-01,Other
HotelTainan,152,2860,0.607,1705,4875878,10905887,37,83,39,0,2014-12-01,Other
TayihLandisTainan,315,6856,0.7021,3292,22569211,29948806,96,185,65,0,2014-12-01,Other
EvergreenPlazaHotelTainan,197,5092,0.8338,2590,13188790,25773676,62,83,19,19,2014-12-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,8085,0.7809,3470,28053868,30672904,140,183,75,18,2014-12-01,Other
EDaRoyalHotel,656,11265,0.5539,3819,43020722,30449636,132,216,127,58,2014-12-01,Other
SilksPlaceYilan,193,4579,0.7653,6652,30460912,30447957,64,178,28,25,2014-12-01,Other
FormosanNaruwanHotelResortTaitung,276,5176,0.605,3215,16643036,7381873,94,50,42,53,2014-12-01,Other
NicePrinceHotel,245,4558,0.6001,2496,11374492,17947516,68,93,31,19,2014-12-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3422,0.8761,2729,9337201,4401791,36,47,19,9,2014-12-01,Other
SunSpringResort,167,3446,0.6656,1760,6065067,2060040,36,14,6,0,2014-12-01,Other
SheratonTaitungHotel,290,1997,0.2221,2181,4355388,5378180,10,30,20,0,2014-12-01,Other
EvergreenLaurelHotelKeelung,140,3209,0.7394,2095,6721352,4323773,35,25,16,5,2014-12-01,Other
YuhTongHotel,117,2813,0.7756,2231,6274824,3895125,29,39,7,2,2014-12-01,Other
FullonHotelTamsuiFishermensWharf,198,1964,0.32,6705,13168267,27344960,47,113,31,14,2015-01-01,Other
GreatRootsForestrySpaResort,95,2446,0.8306,4636,11338897,15815547,30,65,6,105,2015-01-01,Other
HotelTainan,152,2284,0.4847,1848,4221477,14285524,37,83,39,0,2015-01-01,Other
TayihLandisTainan,315,5385,0.5515,3610,19438502,36532421,88,170,63,0,2015-01-01,Other
EvergreenPlazaHotelTainan,197,4423,0.7243,2776,12278571,25851600,51,91,6,42,2015-01-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,6881,0.6646,3799,26143609,28223375,129,170,76,18,2015-01-01,Other
EDaRoyalHotel,656,9862,0.485,3751,36995395,32513006,114,218,125,74,2015-01-01,Other
SilksPlaceYilan,193,2697,0.4508,8458,22810494,30276423,65,207,29,26,2015-01-01,Other
EvergreenResortHotelJiaosi,231,4536,0.6334,7205,32682302,24640117,101,91,58,46,2015-01-01,Other
FormosanNaruwanHotelResortTaitung,276,4332,0.5063,3657,15843221,7487603,99,50,42,54,2015-01-01,Other
NicePrinceHotel,245,4055,0.5339,2665,10805567,21098394,67,101,31,15,2015-01-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2504,0.6411,2951,7388290,6198187,36,47,19,9,2015-01-01,Other
SunSpringResort,167,2848,0.5501,2409,6861161,1172341,36,14,6,0,2015-01-01,Other
SheratonTaitungHotel,290,1064,0.1184,4287,4561513,8292582,52,79,33,9,2015-01-01,Other
EvergreenLaurelHotelKeelung,140,3295,0.7592,2084,6865345,4073254,34,23,19,4,2015-01-01,Other
YuhTongHotel,117,1511,0.4166,2375,3588806,5526456,29,39,9,2,2015-01-01,Other
FullonHotelTamsuiFishermensWharf,198,2015,0.3635,7090,14286523,20399130,47,111,29,13,2015-02-01,Other
GreatRootsForestrySpaResort,95,2368,0.8902,5397,12779036,19384688,30,65,7,106,2015-02-01,Other
HotelTainan,152,2309,0.5425,2410,5564154,16679325,37,84,39,0,2015-02-01,Other
TayihLandisTainan,315,6108,0.6925,4549,27783280,35687895,92,183,52,0,2015-02-01,Other
EvergreenPlazaHotelTainan,197,5081,0.9211,3447,17513341,26788751,52,92,35,14,2015-02-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,7427,0.7942,4707,34962150,25238922,129,188,77,18,2015-02-01,Other
EDaRoyalHotel,656,13428,0.7311,4518,60672252,34428045,116,218,123,78,2015-02-01,Other
SilksPlaceYilan,193,3756,0.695,9643,36219283,35437798,61,204,29,25,2015-02-01,Other
EvergreenResortHotelJiaosi,231,5451,0.8428,8311,45304460,24345039,107,107,58,44,2015-02-01,Other
FormosanNaruwanHotelResortTaitung,276,6301,0.8153,5133,32343067,12437887,90,52,41,55,2015-02-01,Other
NicePrinceHotel,245,4625,0.6742,3270,15123148,19478789,67,101,31,15,2015-02-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2546,0.7217,2835,7218678,6536882,36,42,18,9,2015-02-01,Other
SunSpringResort,167,2716,0.5808,3056,8301321,1781243,36,14,6,0,2015-02-01,Other
SheratonTaitungHotel,290,1142,0.1406,5122,5848785,7163920,54,89,38,9,2015-02-01,Other
EvergreenLaurelHotelKeelung,140,3132,0.799,2588,8104331,5323573,27,17,18,4,2015-02-01,Other
YuhTongHotel,117,2412,0.7363,2279,5497716,6153362,30,39,7,2,2015-02-01,Other
FullonHotelTamsuiFishermensWharf,198,1825,0.2973,4307,7861127,14691485,49,108,28,15,2015-03-01,Other
GreatRootsForestrySpaResort,95,2327,0.7902,4231,9846644,10678534,29,65,8,106,2015-03-01,Other
HotelTainan,152,3261,0.6921,1667,5437472,9001424,37,87,39,0,2015-03-01,Other
TayihLandisTainan,315,6727,0.6889,3203,21547867,27118668,94,178,58,0,2015-03-01,Other
EvergreenPlazaHotelTainan,197,5201,0.8516,2561,13318799,21504902,53,89,25,23,2015-03-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,7734,0.747,3697,28591799,23823204,125,175,77,18,2015-03-01,Other
EDaRoyalHotel,656,9700,0.477,3100,30068385,25328351,117,219,125,81,2015-03-01,Other
SilksPlaceYilan,193,2901,0.4849,6818,19780404,21990150,58,200,29,26,2015-03-01,Other
EvergreenResortHotelJiaosi,231,4060,0.567,5657,22969392,21932465,107,108,57,44,2015-03-01,Other
FormosanNaruwanHotelResortTaitung,276,3576,0.418,3532,12631873,5712662,79,46,41,55,2015-03-01,Other
NicePrinceHotel,245,5085,0.6695,2401,12211508,15639552,73,96,30,15,2015-03-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3095,0.7924,2953,9138511,4282873,36,45,19,9,2015-03-01,Other
SunSpringResort,167,2656,0.513,2097,5569720,1088046,36,14,6,0,2015-03-01,Other
SheratonTaitungHotel,290,677,0.0753,3481,2356682,5802715,46,80,33,9,2015-03-01,Other
EvergreenLaurelHotelKeelung,140,3122,0.7194,1960,6119536,3842469,28,22,4,18,2015-03-01,Other
YuhTongHotel,117,1716,0.4731,2305,3954687,2840764,30,39,6,3,2015-03-01,Other
FullonHotelTamsuiFishermensWharf,198,1779,0.2995,5452,9698677,15995961,47,104,29,15,2015-04-01,Other
GreatRootsForestrySpaResort,95,2338,0.8204,4453,10411731,11681587,24,61,8,105,2015-04-01,Other
HotelTainan,152,2861,0.6274,1824,5218454,6587693,35,83,38,0,2015-04-01,Other
TayihLandisTainan,315,6609,0.6994,3353,22157232,23017718,93,174,64,0,2015-04-01,Other
EvergreenPlazaHotelTainan,197,4959,0.8391,2641,13098928,17032113,58,93,25,13,2015-04-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,7198,0.7184,3836,27613325,17369711,121,170,76,18,2015-04-01,Other
EDaRoyalHotel,656,10155,0.516,3445,34983285,20459493,118,215,124,82,2015-04-01,Other
SilksPlaceYilan,193,3128,0.5402,8066,25231289,22427858,59,199,29,27,2015-04-01,Other
EvergreenResortHotelJiaosi,231,3791,0.547,6544,24807541,16325686,106,108,56,46,2015-04-01,Other
FormosanNaruwanHotelResortTaitung,276,4720,0.57,3490,16474688,7049387,81,45,39,55,2015-04-01,Other
NicePrinceHotel,245,4902,0.6669,2489,12200443,15912984,71,93,30,15,2015-04-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2748,0.727,2923,8032490,2540374,36,45,20,8,2015-04-01,Other
SunSpringResort,167,3105,0.6198,2374,7371465,278447,36,14,6,0,2015-04-01,Other
SheratonTaitungHotel,290,1306,0.1501,3789,4948330,6303385,56,85,34,0,2015-04-01,Other
EvergreenLaurelHotelKeelung,140,3336,0.7943,2172,7244321,4238072,27,20,18,5,2015-04-01,Other
YuhTongHotel,117,1857,0.5291,2266,4207220,2400535,30,39,5,4,2015-04-01,Other
FullonHotelTamsuiFishermensWharf,198,1892,0.3082,5473,10355284,18316925,43,99,30,13,2015-05-01,Other
GreatRootsForestrySpaResort,95,2476,0.8407,4487,11111042,12311538,25,58,8,104,2015-05-01,Other
HotelTainan,152,2762,0.5862,1740,4805957,11877652,34,84,38,0,2015-05-01,Other
TayihLandisTainan,315,6519,0.6676,3435,22395251,35778575,94,172,62,0,2015-05-01,Other
EvergreenPlazaHotelTainan,197,4840,0.7925,2657,12860066,26039563,58,92,25,13,2015-05-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,6775,0.6543,3740,25338127,22541750,119,172,78,19,2015-05-01,Other
EDaRoyalHotel,656,9862,0.485,3395,33478554,29722089,119,206,124,77,2015-05-01,Other
SilksPlaceYilan,193,3105,0.519,7833,24320213,29967315,57,202,28,26,2015-05-01,Other
EvergreenResortHotelJiaosi,231,3459,0.483,6165,21325540,18484059,105,107,57,47,2015-05-01,Other
FormosanNaruwanHotelResortTaitung,276,5176,0.605,3248,16813718,11068252,81,46,39,56,2015-05-01,Other
NicePrinceHotel,245,5127,0.675,2379,12195793,19462500,72,93,30,15,2015-05-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2646,0.6774,2699,7142778,6294664,34,47,20,8,2015-05-01,Other
SunSpringResort,167,3618,0.6989,2086,7547667,1113363,36,14,6,0,2015-05-01,Other
SheratonTaitungHotel,290,2301,0.256,2967,6826245,8780605,57,88,34,0,2015-05-01,Other
EvergreenLaurelHotelKeelung,140,3445,0.7938,2175,7494079,4918380,28,21,18,5,2015-05-01,Other
YuhTongHotel,117,1565,0.4315,2199,3440665,4391055,28,38,5,3,2015-05-01,Other
FullonHotelTamsuiFishermensWharf,198,1879,0.3163,5266,9895496,19864056,43,96,31,13,2015-06-01,Other
GreatRootsForestrySpaResort,95,2517,0.8832,4491,11303032,12429938,22,62,8,106,2015-06-01,Other
HotelTainan,152,2260,0.4956,1757,3969995,8148385,34,84,38,0,2015-06-01,Other
TayihLandisTainan,315,6895,0.7296,3048,21018703,27087024,93,170,62,0,2015-06-01,Other
EvergreenPlazaHotelTainan,197,4909,0.8306,2645,12981911,23801523,54,88,24,14,2015-06-01,Other
ShangriLasFarEasternPlazaHotelTainan,334,7515,0.75,3635,27318586,23007903,122,173,80,20,2015-06-01,Other
EDaRoyalHotel,656,9235,0.4693,3582,33080393,23755461,114,211,128,82,2015-06-01,Other
SilksPlaceYilan,193,3961,0.6841,7774,30791201,25356430,58,200,28,26,2015-06-01,Other
EvergreenResortHotelJiaosi,231,3939,0.5684,5990,23593085,17121680,104,105,58,46,2015-06-01,Other
FormosanNaruwanHotelResortTaitung,276,4405,0.532,3431,15113418,8051210,81,45,40,54,2015-06-01,Other
NicePrinceHotel,245,4468,0.6079,2325,10386052,17731339,69,92,30,15,2015-06-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2702,0.7148,3002,8110224,4004031,30,46,20,8,2015-06-01,Other
SunSpringResort,167,2693,0.5375,2202,5929015,1022947,36,14,6,0,2015-06-01,Other
SheratonTaitungHotel,290,2333,0.2682,3309,7718942,7746866,59,101,35,0,2015-06-01,Other
EvergreenLaurelHotelKeelung,140,3318,0.79,2228,7394130,4400680,30,19,18,5,2015-06-01,Other
YuhTongHotel,117,1771,0.5046,2131,3774540,3328020,28,38,5,3,2015-06-01,Other
FullonHotelTamsuiFishermensWharf,198,2040,0.3324,5332,10877262,18382888,43,116,31,14,2015-07-01,Other
GreatRootsForestrySpaResort,95,2609,0.8859,4590,11974953,12898101,23,62,8,108,2015-07-01,Other
HotelTainan,152,2778,0.5896,1837,5104077,7743975,39,86,38,0,2015-07-01,Other
TayihLandisTainan,315,8618,0.8825,3265,28141485,27494040,170,88,64,0,2015-07-01,Other
EvergreenPlazaHotelTainan,197,5827,0.9542,2856,16642065,21848408,58,91,24,14,2015-07-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,7447,0.715,4043,30111135,17333550,122,167,80,20,2015-07-01,Other
EDaRoyalHotel,656,12753,0.6271,4048,51626066,30938436,128,224,125,84,2015-07-01,Other
SilksPlaceYilan,193,3956,0.6612,8587,33970807,33047575,55,218,30,31,2015-07-01,Other
EvergreenResortHotelJiaosi,231,4879,0.6813,6984,34076362,19249557,103,107,57,49,2015-07-01,Other
FormosanNaruwanHotelResortTaitung,276,6229,0.728,4318,26895820,10088506,102,49,41,57,2015-07-01,Other
NicePrinceHotel,245,4978,0.6554,2655,13216894,14002219,75,103,30,15,2015-07-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2653,0.6792,2540,6737967,2497504,34,52,19,8,2015-07-01,Other
SunSpringResort,167,3027,0.5847,2166,6556560,1171669,36,14,6,0,2015-07-01,Other
SheratonTaitungHotel,290,4159,0.4626,3562,14814959,9711659,47,81,45,8,2015-07-01,Other
EvergreenLaurelHotelKeelung,140,3578,0.8244,2435,8713527,5035967,30,19,19,5,2015-07-01,Other
YuhTongHotel,117,1862,0.5134,2192,4082060,3583880,28,38,5,3,2015-07-01,Other
FullonHotelTamsuiFishermensWharf,198,2482,0.4044,5146,12771963,14619617,40,109,32,10,2015-08-01,Other
GreatRootsForestrySpaResort,95,2563,0.8703,4563,11694706,11821746,23,64,8,106,2015-08-01,Other
HotelTainan,152,2646,0.5615,1835,4855907,8136255,36,85,30,0,2015-08-01,Other
TayihLandisTainan,315,7412,0.759,3288,24369374,25262340,98,178,63,0,2015-08-01,Other
EvergreenPlazaHotelTainan,197,5538,0.9068,2722,15074411,20087447,64,88,24,14,2015-08-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,6877,0.6602,4032,27725479,18723090,122,168,80,21,2015-08-01,Other
EDaRoyalHotel,656,12826,0.6307,3900,50023460,28882416,118,210,122,86,2015-08-01,Other
SilksPlaceYilan,193,4156,0.6946,9537,39635673,28700963,59,213,30,32,2015-08-01,Other
EvergreenResortHotelJiaosi,231,5211,0.7277,6943,36181393,20385430,102,109,56,48,2015-08-01,Other
FormosanNaruwanHotelResortTaitung,276,5861,0.685,3910,22915963,8457109,96,53,42,59,2015-08-01,Other
NicePrinceHotel,245,4804,0.6325,2476,11892703,15964494,66,99,29,16,2015-08-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2498,0.6395,2611,6522689,2237128,34,51,19,8,2015-08-01,Other
SunSpringResort,167,2440,0.4713,2364,5767524,1049427,36,14,6,0,2015-08-01,Other
SheratonTaitungHotel,290,3411,0.3794,3510,11973613,9518009,50,92,35,17,2015-08-01,Other
EvergreenLaurelHotelKeelung,140,3592,0.8276,2380,8548225,5468486,31,20,19,5,2015-08-01,Other
YuhTongHotel,117,1985,0.5473,2158,4282753,1794403,28,38,5,3,2015-08-01,Other
FullonHotelTamsuiFishermensWharf,198,1671,0.2813,5801,9694239,13441146,41,109,32,9,2015-09-01,Other
GreatRootsForestrySpaResort,95,2366,0.8302,4302,10178606,11162383,24,62,8,103,2015-09-01,Other
HotelTainan,152,1315,0.2884,1755,2307185,7222649,39,86,31,0,2015-09-01,Other
TayihLandisTainan,315,3961,0.4192,3116,12342010,22498180,96,177,63,0,2015-09-01,Other
EvergreenPlazaHotelTainan,197,3649,0.6174,2675,9762171,24061109,63,92,24,14,2015-09-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,5521,0.5477,3525,19460421,21030174,119,166,81,20,2015-09-01,Other
EDaRoyalHotel,656,10206,0.5186,3283,33501638,18939044,113,204,124,82,2015-09-01,Other
SilksPlaceYilan,193,2872,0.496,8619,24753912,21946952,58,198,30,30,2015-09-01,Other
EvergreenResortHotelJiaosi,231,4430,0.6392,5990,26536523,18580913,107,104,58,47,2015-09-01,Other
FormosanNaruwanHotelResortTaitung,276,3776,0.456,3490,13178240,7421350,92,51,43,58,2015-09-01,Other
NicePrinceHotel,245,4011,0.5457,2569,10302970,13318589,66,96,28,16,2015-09-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2569,0.6796,2604,6690447,7532038,37,51,21,8,2015-09-01,Other
SunSpringResort,167,2663,0.5315,2197,5850192,1090877,36,14,6,0,2015-09-01,Other
SheratonTaitungHotel,290,2363,0.2716,3329,7865804,7978961,51,92,39,10,2015-09-01,Other
EvergreenLaurelHotelKeelung,140,2893,0.6888,2412,6978875,4659661,31,20,20,5,2015-09-01,Other
YuhTongHotel,117,1574,0.4484,2158,3397158,2360329,27,39,5,3,2015-09-01,Other
FullonHotelTamsuiFishermensWharf,198,2579,0.4202,5363,13832345,23863644,40,104,31,12,2015-10-01,Other
GreatRootsForestrySpaResort,95,2548,0.8652,4551,11597083,14219229,24,62,8,103,2015-10-01,Other
HotelTainan,152,1455,0.3088,1725,2509792,9217610,36,90,31,0,2015-10-01,Other
TayihLandisTainan,315,4287,0.439,2970,12733602,26618100,97,184,62,0,2015-10-01,Other
EvergreenPlazaHotelTainan,197,4005,0.6558,2613,10466963,21106895,65,98,24,14,2015-10-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,5959,0.5721,3482,20746697,21888123,109,151,76,21,2015-10-01,Other
EDaRoyalHotel,656,10057,0.4945,3429,34484680,24348919,109,201,116,87,2015-10-01,Other
SilksPlaceYilan,193,3719,0.6216,8525,31705150,27642193,59,199,31,30,2015-10-01,Other
EvergreenResortHotelJiaosi,231,5144,0.7183,5966,30686561,22777104,107,106,58,45,2015-10-01,Other
FormosanNaruwanHotelResortTaitung,276,5604,0.655,3228,18090293,9871040,92,52,44,56,2015-10-01,Other
NicePrinceHotel,245,5055,0.6656,2503,12650989,17187480,67,92,28,15,2015-10-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2951,0.7555,2660,7848975,5372555,36,51,21,8,2015-10-01,Other
SunSpringResort,167,3517,0.6794,2239,7873796,1452022,36,14,6,0,2015-10-01,Other
SheratonTaitungHotel,290,3091,0.3438,3296,10187259,9050542,46,90,35,9,2015-10-01,Other
EvergreenLaurelHotelKeelung,140,3601,0.8297,2280,8210472,5079951,31,21,18,5,2015-10-01,Other
YuhTongHotel,0,2320,0,2230,5172834,5492359,27,39,4,3,2015-10-01,Other
FullonHotelTamsuiFishermensWharf,198,2373,0.3995,4988,11837345,18429722,41,104,30,11,2015-11-01,Other
GreatRootsForestrySpaResort,95,2493,0.8747,4608,11487263,14829465,26,63,8,103,2015-11-01,Other
HotelTainan,152,2116,0.464,1772,3749715,9252708,35,88,30,0,2015-11-01,Other
TayihLandisTainan,315,5263,0.5569,3120,16418267,24627020,97,184,64,0,2015-11-01,Other
EvergreenPlazaHotelTainan,197,4364,0.7384,2544,11102174,20298658,65,98,24,14,2015-11-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,6301,0.6251,3526,22217816,23535590,113,161,77,21,2015-11-01,Other
EDaRoyalHotel,656,9167,0.4658,3248,29775416,28434396,108,199,113,90,2015-11-01,Other
SilksPlaceYilan,193,3576,0.6176,8196,29307805,25136886,59,196,32,31,2015-11-01,Other
EvergreenResortHotelJiaosi,231,5278,0.7616,5783,30522175,24147833,105,107,58,46,2015-11-01,Other
FormosanNaruwanHotelResortTaitung,276,5258,0.635,3220,16930116,8260380,93,52,44,56,2015-11-01,Other
NicePrinceHotel,245,4748,0.646,2533,12025868,15697010,68,89,29,15,2015-11-01,Other
